-,2,3,5,7,8,9
10,1.58327,1.79891,-,-,-,-
20,1.59778,1.79148,1.67949,1.7,1.70816,1.71051
30,1.60788,1.80419,1.68918,1.71242,1.72434,1.73163
40,1.61311,1.81097,1.69491,1.71861,1.73098,1.73874
60,1.61839,1.81791,1.70086,1.72485,1.73743,1.74538
80,1.62104,1.82139,1.70387,1.72798,1.74063,1.74863
100,1.62263,1.82349,1.70569,1.72986,1.74254,1.75057
200,1.62581,1.82769,1.70933,1.73362,1.74637,1.75444
