-,2,3,5,9,15,20
10,1.50417,1.49866,-,-,-,-
20,0.61459,0.60064,0.46481,0.38504,-,-
30,0.40959,0.40023,0.30854,0.18409,-,-
40,0.30715,0.30013,0.23131,0.13786,0.01332,-
60,0.20475,0.20006,0.15416,0.0918,0.00744,0.00475
80,0.15356,0.15004,0.11561,0.06883,0.00516,0.00286
100,0.12284,0.12003,0.09248,0.05505,0.00397,0.00198
200,0.06142,0.06001,0.04624,0.02752,0.00187,0.00074
